acq_date,lat,lon,frp
2026-04-24,34.33295,-118.52087,0.35
2026-04-24,34.60749,-117.3363,0.88
2026-04-24,34.60847,-117.33918,1.1
2026-04-24,36.35704,-114.91378,0.96
2026-04-24,36.35775,-114.90836,1.02
2026-04-24,32.98199,-116.58524,2.49
2026-04-24,32.98463,-116.59422,2.98
2026-04-24,33.8535,-118.32996,0.74
2026-04-24,34.07906,-117.50029,1.06
2026-04-24,34.08118,-117.49969,0.96
2026-04-24,34.60575,-117.33807,1.42
2026-04-24,34.62316,-117.09863,0.62
2026-04-24,32.5761,-114.59624,7.99
2026-04-24,33.37033,-117.36947,15.31
2026-04-24,33.37514,-117.3709,11.2
2026-04-24,35.35742,-118.97922,1.36
2026-04-24,35.35879,-118.98113,3.17
2026-04-24,36.05548,-120.98557,5.87
2026-04-24,36.05662,-120.98125,3.36
2026-04-24,36.05947,-120.98663,3.71
2026-04-24,36.06064,-120.98228,3.81
2026-04-24,36.06194,-120.98357,3.36
2026-04-24,36.49971,-121.36521,3.94
2026-04-24,38.75333,-121.78412,0.7
2026-04-24,38.75473,-121.78462,2.02
2026-04-24,38.79643,-121.88827,6.73
2026-04-24,38.79758,-121.88402,15.97
2026-04-24,38.91339,-122.06731,1.79
2026-04-24,39.17784,-122.29233,2.54
2026-04-24,39.17801,-122.28886,2.58
2026-04-24,33.3692,-117.36202,10.46
2026-04-24,33.37254,-117.3678,9.58
2026-04-24,33.37276,-117.36063,9.21
2026-04-24,38.75438,-121.78378,0.9
2026-04-24,38.79568,-121.88445,49.66
2026-04-24,38.79689,-121.88062,102.07
2026-04-24,38.80129,-121.89002,18.82
2026-04-24,38.8015,-121.88482,48.79
2026-04-24,38.80247,-121.88618,20.01
2026-04-24,38.9159,-122.06702,2.51
2026-04-24,41.87682,-121.46463,55.34
2026-04-24,41.87699,-121.4586,81.25
2026-04-25,36.35622,-114.91264,1.24
2026-04-25,34.60728,-117.3388,1.0
2026-04-25,36.35606,-114.91385,0.95
2026-04-25,36.35649,-114.91136,1.5
2026-04-25,36.38551,-114.87609,0.26
